date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2025-08-05;15:46:17;Executed;"SCALSKZxTut7n9N";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;50;7,3105;-365,525;0,00;0,00;EUR
2025-08-05;15:45:13;Executed;"SCALmVz2Krs5WiT";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;6;7,2645;-43,587;0,99;0,00;EUR
2025-08-01;15:53:02;Executed;"SCALJMbJ9BA7jop";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;50;11,906;-595,30;0,00;0,00;EUR
2025-08-01;15:49:14;Executed;"SCALW2FvqAGZVbG";"Advanced Micro Devices";Security;Buy;US0079031078;5;145,00;-725,00;0,00;0,00;EUR
2025-08-01;10:28:05;Executed;"SCALAHaJkajg9Tm";"Leverage Shares 3x AMD ETP Securities";Security;Buy;XS2337090422;500;0,8991;-449,55;0,00;0,00;EUR
2025-08-01;10:23:26;Cancelled;"SCALb5Faphmfmap";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-08-01;10:04:01;Executed;"SCALpu4CHNj5LTN";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;70;7,4995;-524,965;0,00;0,00;EUR
2025-08-01;07:38:56;Executed;"SCALWBdBUrBKgjS";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;100;7,999;-799,90;0,00;0,00;EUR
2025-07-31;22:34:13;Executed;"SCALqG2Sd4eDYCq";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;30;9,182;-275,46;0,00;0,00;EUR
2025-07-31;22:06:09;Executed;"SCAL8FprzTGbFeS";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;30;13,196;-395,88;0,00;0,00;EUR
2025-07-31;09:24:53;Executed;"SCALft83QUcaMKd";"Advanced Micro Devices";Security;Sell;US0079031078;2;161,66;323,32;0,00;34,43;EUR
2025-07-31;09:04:32;Executed;"SCALqmaZHyiFogw";"Leverage Shares -1x Microsoft ETP Securities";Security;Buy;IE00BKTW9M13;100;4,1586;-415,86;0,00;0,00;EUR
2025-07-31;08:31:02;Executed;"SCALgK6EhX6gPqv";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;100;10,559;-1.055,90;0,00;0,00;EUR
2025-07-31;08:00:35;Executed;"SCALsdAq9U8qLHu";"iShares Physical Silver ETC (Acc)";Security;Buy;IE00B4NCWG09;50;31,11;-1.555,50;0,00;0,00;EUR
2025-07-30;22:34:47;Executed;"SCALwycxmWFCELP";"Microsoft";Security;Sell;US5949181045;0,716;483,15;345,9354;0,00;26,37;EUR
2025-07-29;16:54:35;Executed;"SCALA9b8w6XrzLc";"Leverage Shares 3x AMD ETP Securities";Security;Sell;XS2337090422;230;1,0952;251,896;0,00;23,49;EUR
2025-07-29;09:58:29;Cancelled;"SCALuuNmLCfnviz";"Leverage Shares 3x Alibaba ETP";Security;Sell;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-07-29;09:46:46;Executed;"SCAL9BdRoRxNjTB";"iShares MSCI China A (Acc)";Security;Buy;IE00BQT3WG13;60;4,337;-260,22;0,00;0,00;EUR
2025-07-29;09:28:50;Executed;"SCALyYAvaTAe2yu";"Advanced Micro Devices";Security;Sell;US0079031078;5;152,00;760,00;0,00;60,33;EUR
2025-07-28;17:23:59;Executed;"SCALmyXxEVamU8v";"Microsoft";Security;Sell;US5949181045;1;441,00;441,00;0,00;13,52;EUR
2025-07-28;16:55:41;Executed;"SCALBnvVeW52g6A";"iShares Physical Silver ETC (Acc)";Security;Buy;IE00B4NCWG09;50;31,254;-1.562,70;0,00;0,00;EUR
2025-07-28;16:09:14;Executed;"SCALYUtMLJfpag6";"Advanced Micro Devices";Security;Sell;US0079031078;5;149,10;745,50;0,00;30,56;EUR
2025-07-28;16:09:11;Cancelled;"SCALDchmNqZBn6h";"Advanced Micro Devices";Security;Sell;US0079031078;0;0,00;0,00;0,00;0,00;EUR
2025-07-28;16:06:53;Executed;"SCALKCw8wQC4fzT";"Leverage Shares 3x AMD ETP Securities";Security;Sell;XS2337090422;270;0,9559;258,093;0,00;17,66;EUR
2025-07-28;15:32:05;Executed;"SCALAw93ud3MWYn";"Leverage Shares 3x AMD ETP Securities";Security;Sell;XS2337090422;500;0,9036;451,80;0,00;20,95;EUR
2025-07-28;15:31:16;Executed;"SCAL4niCHFc5VEt";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;5;50,575;252,875;0,00;54,32;EUR
2025-07-28;14:24:40;Executed;"SCALdqVNHVCLWWC";"21Shares Cardano ETP";Security;Buy;CH1102728750;37;13,176;-487,512;3,36;0,00;EUR
2025-07-25;16:05:05;Executed;"SCALqVXeywMZrWd";"Leverage Shares 3x AMD ETP Securities";Security;Sell;XS2337090422;1.000;0,831;831,00;0,00;29,63;EUR
2025-07-25;13:12:06;Executed;"SCALTTKtYPBuYGG";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;100;3,83;-383,00;0,00;0,00;EUR
2025-07-25;10:05:55;Executed;"SCALp4DK1BFQ3kz";"Leverage Shares -3x Short Tesla ETP";Security;Sell;XS2706232803;3.000;0,102;306,00;0,00;12,97;EUR
2025-07-25;02:00:00;Executed;"CTKIPWI9D0X9Z6AR";"PRIME+ subscription";Cash;Fee;;;;-4,99;0,00;;EUR
2025-07-24;20:59:27;Cancelled;"SCALfdue1ohcWrt";"Leverage Shares -3x Short Tesla ETP";Security;Sell;XS2706232803;0;0,00;0,00;0,00;0,00;EUR
2025-07-24;20:58:37;Cancelled;"SCALmvvUi8qLQw2";"Leverage Shares -3x Short Tesla ETP";Security;Sell;XS2706232803;0;0,00;0,00;0,00;0,00;EUR
2025-07-24;17:43:11;Cancelled;"SCALL6FcibiQ2Kq";"Leverage Shares -3x Short Tesla ETP";Security;Buy;XS2706232803;0;0,00;0,00;0,00;0,00;EUR
2025-07-24;16:14:31;Cancelled;"SCALGyZmq3DiV5b";"Leverage Shares -3x Short Tesla ETP";Security;Sell;XS2706232803;0;0,00;0,00;0,00;0,00;EUR
2025-07-24;14:06:28;Executed;"SCALDaiMQLmpx1X";"Alphabet A";Security;Sell;US02079K3059;5;168,00;840,00;0,00;0,00;EUR
2025-07-24;11:47:43;Executed;"SCALDshu4MTUYv1";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;70;13,454;-941,78;0,00;0,00;EUR
2025-07-24;10:17:57;Executed;"SCALiBaDnNvLtBe";"Leverage Shares 3x Alphabet ETP Securities";Security;Sell;IE00BK5BZX59;6;45,738;274,428;0,00;15,45;EUR
2025-07-24;08:47:26;Executed;"SCALtHAQhUa1p87";"Leverage Shares 3x Long Semiconductors ETP Securities";Security;Buy;XS2399367502;100;4,1968;-419,68;0,00;0,00;EUR
2025-07-24;02:00:00;Executed;"AASE 81835811";"";Cash;Taxes;;;;3,10;0,00;;EUR
2025-07-22;21:38:36;Executed;"SCALJ6PNRqMEFBF";"Leverage Shares 3x Alphabet ETP Securities";Security;Sell;IE00BK5BZX59;6;42,004;252,024;0,00;9,54;EUR
2025-07-22;16:49:51;Executed;"SCAL7xujbki2wdP";"Leverage Shares 3x Long Artificial Intelligence";Security;Sell;XS2779861751;9;30,07;270,63;0,00;21,69;EUR
2025-07-22;10:42:31;Executed;"SCALNcUjP8QAxMZ";"Leverage Shares 3x AMD ETP Securities";Security;Buy;XS2337090422;500;0,7079;-353,95;0,00;0,00;EUR
2025-07-21;21:44:39;Cancelled;"SCALpRmYHYSYnjV";"Leverage Shares 2x Micron Technology ETP Securities";Security;Buy;IE00BKT66K01;0;0,00;0,00;0,00;0,00;EUR
2025-07-21;18:23:26;Executed;"SCAL6j9diCXt3Vm";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;30;13,778;-413,34;0,00;0,00;EUR
2025-07-21;17:01:33;Executed;"SCALRYpFFXoYLTH";"Micron Technology";Security;Buy;US5951121038;10;98,73;-987,30;0,00;0,00;EUR
2025-07-21;16:35:54;Cancelled;"SCALTENqXNTNKhQ";"Leverage Shares 3x Alibaba ETP";Security;Sell;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-07-21;16:15:55;Executed;"SCALv7zjCUCafwe";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;35;14,05;491,75;0,00;15,51;EUR
2025-07-21;15:33:08;Executed;"SCALVrDfh3LNJoZ";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;100;3,7882;-378,82;0,00;0,00;EUR
2025-07-21;07:34:54;Executed;"SCALevgQR8oGSEw";"Leverage Shares 3x Amazon ETP";Security;Buy;IE00BK5BZQ82;50;9,1025;-455,125;0,00;0,00;EUR
2025-07-18;20:44:59;Executed;"SCALNavRkpzQJQP";"Vistra Corp";Security;Sell;US92840M1027;2;167,30;334,60;0,00;1,03;EUR
2025-07-18;17:20:48;Executed;"SCALGv3EGWthcSf";"Leverage Shares 3x AMD ETP Securities";Security;Buy;XS2337090422;500;0,7447;-372,35;0,00;0,00;EUR
2025-07-18;17:13:26;Executed;"SCALaA1cLZAbf6M";"Leverage Shares -3x Short Tesla ETP";Security;Buy;XS2706232803;3.000;0,0856;-256,80;0,00;0,00;EUR
2025-07-18;14:44:07;Executed;"SCALT71HvBGCf4u";"Leverage Shares 3x Alibaba ETP";Security;Sell;XS2337090851;200;4,0012;800,24;0,00;46,01;EUR
2025-07-18;12:32:55;Executed;"SCALp3B2fuHvzcJ";"Leverage Shares 3x Alibaba ETP";Security;Sell;XS2337090851;150;3,8674;580,11;0,00;14,73;EUR
2025-07-17;17:47:47;Executed;"SCALTTiAfrQzwsf";"Microsoft";Security;Sell;US5949181045;1;442,00;442,00;0,00;6,69;EUR
2025-07-17;10:13:00;Executed;"SCALP7cNvy4LQa6";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;100;3,445;-344,50;0,00;0,00;EUR
2025-07-16;21:39:42;Executed;"SCAL1npQj9g4Vyr";"Leverage Shares 3x AMD ETP Securities";Security;Buy;XS2337090422;500;0,7039;-351,95;0,00;0,00;EUR
2025-07-16;20:07:01;Executed;"SCALscaqAhgWjDj";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;30;13,20;396,00;0,00;6,16;EUR
2025-07-15;19:14:35;Executed;"SCALh2pFrZW9WfV";"iShares Physical Silver ETC (Acc)";Security;Sell;IE00B4NCWG09;20;31,002;620,04;0,00;17,36;EUR
2025-07-15;16:56:54;Executed;"SCALM6gQjkWt4wc";"Leverage Shares 3x AMD ETP Securities";Security;Buy;XS2337090422;500;0,7334;-366,70;0,00;0,00;EUR
2025-07-15;15:55:07;Executed;"SCALHUFUMmJoHf5";"Vistra Corp";Security;Buy;US92840M1027;2;165,35;-330,70;0,00;0,00;EUR
2025-07-15;15:30:25;Executed;"SCAL4XZg9SXTcaK";"Leverage Shares 3x Long Semiconductors ETP Securities";Security;Buy;XS2399367502;100;4,4672;-446,72;0,00;0,00;EUR
2025-07-15;15:30:06;Cancelled;"SCALwnkoU1gTzby";"Leverage Shares 3x Long Semiconductors ETP Securities";Security;Buy;XS2399367502;0;0,00;0,00;0,00;0,00;EUR
2025-07-14;18:24:09;Executed;"SCALMahNQ2qUowG";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;25;13,02;-325,50;0,00;0,00;EUR
2025-07-14;15:32:45;Executed;"SCALKn5qdJvERWc";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;20;13,05;261,00;0,00;1,42;EUR
2025-07-14;02:00:00;Executed;"WWEK 49054658";"Taiwan Semiconductor Manufact. ADR";Cash;Distribution;US8740391003;;;4,72;0,00;2,74;EUR
2025-07-11;19:23:33;Executed;"SCALhvdEKGdKXdg";"Leverage Shares 3x Alphabet ETP Securities";Security;Sell;IE00BK5BZX59;20;35,828;716,56;0,00;0,00;EUR
2025-07-11;18:56:02;Executed;"SCALgcbevJVSkbF";"Advanced Micro Devices";Security;Sell;US0079031078;5;125,02;625,10;0,00;0,00;EUR
2025-07-11;16:41:47;Executed;"SCALvpn9JQWa6rH";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;5;44,626;223,13;0,99;46,47;EUR
2025-07-11;02:00:00;Executed;"AASE 81241120";"";Cash;Taxes;;;;9,96;0,00;;EUR
2025-07-10;13:11:45;Executed;"SCALABTKtQcGJ9Y";"NVIDIA";Security;Sell;US67066G1040;5;140,00;700,00;0,00;16,63;EUR
2025-07-09;16:05:51;Executed;"SCAL5RG4RHKrQPi";"Microsoft";Security;Sell;US5949181045;1;431,35;431,35;0,00;9,76;EUR
2025-07-09;15:42:21;Executed;"SCALXzffy8qsFa7";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;15;42,034;630,51;0,00;138,03;EUR
2025-07-09;15:37:11;Cancelled;"SCALGhno4Zm13Ss";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-07-09;15:36:51;Executed;"SCALwTh8Aee33pU";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;15;41,488;622,32;0,00;136,44;EUR
2025-07-09;10:31:36;Executed;"SCALg7kX3FPdhFw";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;150;2,6968;-404,52;0,00;0,00;EUR
2025-07-09;07:35:10;Executed;"SCALFckDBpSfesu";"iShares Physical Gold ETC";Security;Buy;IE00B4ND3602;20;54,55;-1.091,00;0,00;0,00;EUR
2025-07-08;18:02:04;Cancelled;"SCAL76XnCD9VhQ8";"iShares Physical Gold ETC";Security;Buy;IE00B4ND3602;0;0,00;0,00;0,00;0,00;EUR
2025-07-07;20:22:57;Cancelled;"SCALmc5jBJMqQAb";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-07-04;02:00:00;Executed;"WWEK 48815857";"NVIDIA";Cash;Distribution;US67066G1040;;;0,28;0,00;0,21;EUR
2025-07-03;21:15:43;Cancelled;"SCALLFzHJZfatR1";"NVIDIA";Security;Sell;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;21:15:29;Cancelled;"SCALd3YCGmZxuZ1";"Leverage Shares 3x Long Artificial Intelligence";Security;Sell;XS2779861751;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;21:15:19;Cancelled;"SCAL39TFYjkyBSz";"Leverage Shares 5x Long Magnificent 7";Security;Sell;XS2779861249;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;21:15:07;Cancelled;"SCALc58vk8DmRBu";"Leverage Shares 3x Alphabet ETP Securities";Security;Sell;IE00BK5BZX59;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;19:04:32;Cancelled;"SCAL7hZ5MxHVc2c";"Leverage Shares 3x Alphabet ETP Securities";Security;Sell;IE00BK5BZX59;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;18:00:20;Executed;"SCALaVXBZbFWt7M";"Microsoft";Security;Sell;US5949181045;1;425,00;425,00;0,00;0,00;EUR
2025-07-03;17:28:56;Executed;"SCAL4Mn7P2nrs6V";"Taiwan Semiconductor Manufact. ADR";Security;Sell;US8740391003;2;201,00;402,00;0,00;0,00;EUR
2025-07-03;17:26:02;Executed;"SCALzU7fbSDj47V";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;20;38,912;778,24;0,00;44,13;EUR
2025-07-03;17:08:45;Cancelled;"SCALxTM3o1c8Y8T";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-07-03;17:07:04;Executed;"SCALrjhn72MCvpf";"WisdomTree S&P 500 5x Daily Leveraged";Security;Sell;XS2771643025;15;26,008;390,12;0,00;0,00;EUR
2025-07-03;17:04:56;Executed;"SCALcCf3qqe51rq";"NVIDIA";Security;Sell;US67066G1040;5;135,52;677,60;0,00;0,00;EUR
2025-07-03;17:04:22;Executed;"SCALd9cuyiLgxyr";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;15;38,606;579,09;0,00;0,00;EUR
2025-07-03;16:48:49;Executed;"SCALoYiNcFwKyHZ";"Leverage Shares 5x Long Magnificent 7";Security;Sell;XS2779861249;50;16,72;836,00;0,00;0,00;EUR
2025-07-03;16:45:55;Executed;"SCALfRuhu2wjxaA";"NVIDIA";Security;Sell;US67066G1040;10;136,10;1.361,00;0,00;0,00;EUR
2025-07-03;16:44:17;Executed;"SCALuwBRsZCz4w8";"NVIDIA";Security;Sell;US67066G1040;8;136,08;1.088,64;0,00;0,00;EUR
2025-07-03;16:43:38;Executed;"SCAL6DML9fDz4NZ";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;20;39,028;780,56;0,00;0,00;EUR
2025-07-03;15:33:29;Executed;"SCALU4Ld1yLfwfs";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;40;12,65;506,00;0,00;0,00;EUR
2025-07-03;07:30:07;Executed;"SCALQmegqtxLTe9";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;150;2,9782;-446,73;0,00;0,00;EUR
2025-07-03;02:00:00;Executed;"WWEK 48617345";"Vanguard S&P 500 (Dist)";Cash;Distribution;IE00B3XXRP09;;;0,61;0,00;0,00;EUR
2025-07-02;21:50:29;Executed;"SCALBbWM2mgofrT";"Taiwan Semiconductor Manufact. ADR";Security;Sell;US8740391003;2;197,60;395,20;0,00;0,00;EUR
2025-07-02;20:59:56;Executed;"SCALWnQ9ngimw28";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;50;12,30;615,00;0,00;0,00;EUR
2025-07-02;19:13:11;Cancelled;"SCALLNX77hpeRtk";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;0;0,00;0,00;0,00;0,00;EUR
2025-07-02;15:33:34;Executed;"SCALEsCT9HbcB9j";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;25;12,002;300,05;0,00;0,00;EUR
2025-06-30;15:33:18;Executed;"SCALcgid8FSjjHE";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;100;3,2796;-327,96;0,00;0,00;EUR
2025-06-30;14:46:22;Cancelled;"SCAL2rSp7LQd2dm";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-06-30;09:06:13;Executed;"SCALvQ6eZWeRiZW";"Leverage Shares 3x Alphabet ETP Securities";Security;Buy;IE00BK5BZX59;40;35,97;-1.438,80;0,00;0,00;EUR
2025-06-30;07:52:09;Cancelled;"SCALCH9THzt49oc";"iShares Blockchain Technology (Acc)";Security;Sell;IE000RDRMSD1;0;0,00;0,00;0,00;0,00;EUR
2025-06-30;07:51:54;Cancelled;"SCALeQjJ27jMw9F";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-06-30;02:00:00;Executed;"WWEK 48231737";"Meta Platforms A";Cash;Distribution;US30303M1027;;;0,38;0,00;0,18;EUR
2025-06-30;02:00:00;Executed;"52025002";"KKT-Abschluss";Cash;Interest;;;;0,52;0,00;0,00;EUR
2025-06-27;21:10:37;Cancelled;"SCALbJFsyVwtNiL";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;0;0,00;0,00;0,00;0,00;EUR
2025-06-27;11:11:17;Executed;"SCALbora5i7r5sa";"Leverage Shares 3x Alibaba ETP";Security;Buy;XS2337090851;150;3,4948;-524,22;0,00;0,00;EUR
2025-06-27;10:00:02;Executed;"SCALd9fTRrMV25d";"Taiwan Semiconductor Manufact. ADR";Security;Sell;US8740391003;4;192,00;768,00;0,00;0,00;EUR
2025-06-26;16:17:32;Executed;"SCALxp35ZzpS2vY";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;20;36,70;734,00;0,00;0,00;EUR
2025-06-26;07:05:02;Cancelled;"SCALLao9auR8SKR";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-06-25;22:31:29;Cancelled;"SCALKFyzCNveYHr";"Leverage Shares 3x Tesla";Security;Buy;XS2757381400;0;0,00;0,00;0,00;0,00;EUR
2025-06-25;22:02:23;Executed;"SCALJFsST3uaVJd";"Advanced Micro Devices";Security;Sell;US0079031078;8;123,32;986,56;0,00;0,00;EUR
2025-06-25;16:40:53;Executed;"SCALRPWUWWKBSg9";"Leverage Shares 3x Long Artificial Intelligence";Security;Sell;XS2779861751;20;27,40;548,00;0,00;0,00;EUR
2025-06-25;16:18:05;Executed;"SCALxzUjaegXqKV";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;9;34,20;307,80;0,00;0,00;EUR
2025-06-25;15:32:11;Cancelled;"SCAL48Gm5NyEw2p";"Leverage Shares 3x Long Artificial Intelligence";Security;Sell;XS2779861751;0;0,00;0,00;0,00;0,00;EUR
2025-06-25;02:00:00;Executed;"MDCW43OS5L3ADZSG";"PRIME+ subscription";Cash;Fee;;;;-4,99;0,00;;EUR
2025-06-24;12:48:14;Executed;"SCALaQRT6i3QnHM";"21Shares Cardano ETP";Security;Buy;CH1102728750;27;9,2685;-250,2495;1,72;0,00;EUR
2025-06-23;16:19:20;Executed;"SCALB9mBx4adL6J";"Leverage Shares 3x Tesla";Security;Sell;XS2757381400;150;13,555;2.033,25;0,99;0,00;EUR
2025-06-18;02:00:00;Executed;"WWEK 47639447";"Alphabet A";Cash;Distribution;US02079K3059;;;1,43;0,00;0,60;EUR
2025-06-13;11:37:35;Executed;"SCALzX6Y7MFzCrw";"Leverage Shares 3x Tesla";Security;Buy;XS2757381400;50;9,80;-490,00;0,99;0,00;EUR
2025-06-13;02:00:00;Executed;"WWEK 47276865";"Microsoft";Cash;Distribution;US5949181045;;;2,37;0,00;1,02;EUR
2025-06-11;10:27:38;Executed;"SCALk5GxmWprXBh";"Leverage Shares 3x Tesla";Security;Buy;XS2757381400;100;12,529;-1.252,90;0,99;0,00;EUR
2025-06-10;12:50:20;Executed;"SCALYoEeeptxVL4";"Leverage Shares 5x Long Magnificent 7";Security;Buy;XS2779861249;100;14,67;-1.467,00;0,99;0,00;EUR
2025-06-09;15:30:54;Executed;"SCALp2XFYGuShqr";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;50;30,10;1.505,00;0,99;0,00;EUR
2025-06-05;17:54:23;Cancelled;"SCALAr7EiegdKos";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-05-29;20:49:28;Executed;"SCALuRDvRAwQcBC";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;30;10,044;-301,32;0,00;0,00;EUR
2025-05-29;08:21:31;Cancelled;"SCALwR7SoYBbktJ";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-05-28;13:09:19;Cancelled;"SCALh69mLoA89Aa";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-05-27;19:46:12;Executed;"SCALoL5211nR8iu";"Tesla";Security;Sell;US88160R1014;1;320,40;320,40;0,99;0,00;EUR
2025-05-23;17:59:47;Executed;"SCALchvdJ6CNCjS";"Apple";Security;Buy;US0378331005;2;173,00;-346,00;0,99;0,00;EUR
2025-05-22;16:07:23;Executed;"SCALkFr4WzALPKC";"Alphabet A";Security;Buy;US02079K3059;5;156,24;-781,20;0,99;0,00;EUR
2025-05-20;15:36:44;Executed;"SCALL4dByYEtJoM";"Tesla";Security;Sell;US88160R1014;1;315,15;315,15;0,99;0,00;EUR
2025-05-16;02:00:00;Executed;"WWEK 45702548";"Apple";Cash;Distribution;US0378331005;;;1,28;0,00;0,56;EUR
2025-05-15;12:05:38;Executed;"SCALcoHCS6Qff4F";"iShares Physical Gold ETC";Security;Buy;IE00B4ND3602;17;54,99;-934,83;0,00;0,00;EUR
2025-05-14;17:46:09;Executed;"SCALXGHKW3FCzxc";"iShares Physical Silver ETC (Acc)";Security;Buy;IE00B4NCWG09;23;27,552;-633,696;0,00;0,00;EUR
2025-05-13;16:03:48;Cancelled;"SCALnwjyp1GTnQj";"Microsoft";Security;Sell;US5949181045;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;13:43:45;Executed;"SCAL9iPRRTmdmVL";"Amundi MSCI World  (Acc)";Security;Sell;IE000BI8OT95;0,605;125,185;75,736925;0,99;0,00;EUR
2025-05-12;09:20:47;Cancelled;"SCALhkm3TRMHB6q";"Taiwan Semiconductor Manufact. ADR";Security;Buy;US8740391003;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;09:20:19;Cancelled;"SCAL1P1Kav3t5Qv";"Leverage Shares 3x Long Artificial Intelligence";Security;Buy;XS2779861751;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;09:20:08;Cancelled;"SCAL6qSoFjYVUQV";"iShares MSCI Global Semiconductors (Acc)";Security;Buy;IE000I8KRLL9;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;09:19:47;Cancelled;"SCALTKvNtdGxHpQ";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;09:19:36;Cancelled;"SCALvUpJRDgKSjm";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;09:19:28;Cancelled;"SCALTaaDNvHS33n";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-05-12;08:28:53;Cancelled;"SCALUjZz4TkdNWR";"WisdomTree S&P 500 5x Daily Leveraged";Security;Buy;XS2771643025;0;0,00;0,00;0,00;0,00;EUR
2025-05-08;18:10:24;Executed;"SCALi4aFhKhMNgS";"Microsoft";Security;Sell;US5949181045;2;394,00;788,00;0,99;0,00;EUR
2025-05-08;07:30:05;Executed;"SCALAYbSpvLk8Nv";"Broadcom";Security;Sell;US11135F1012;3,342;184,98;618,20316;0,99;0,00;EUR
2025-05-06;02:00:00;Executed;"WWEK 45028193";"ASML Holding";Cash;Distribution;NL0010273215;;;2,91;0,00;0,51;EUR
2025-05-02;18:02:26;Executed;"SCALNSRJrsgdSuv";"Xtrackers Artificial Intelligence & Big Data (Acc)";Security;Sell;IE00BGV5VN51;4;122,54;490,16;0,99;0,00;EUR
2025-04-16;02:00:00;Executed;"WWEK 44367775";"Taiwan Semiconductor Manufact. ADR";Cash;Distribution;US8740391003;;;3,98;0,00;1,05;EUR
2025-04-14;11:17:02;Executed;"SCAL2SjCRYGWyCb";"iShares Physical Silver ETC (Acc)";Security;Savings plan;IE00B4NCWG09;3,688;27,114;-99,996432;0,00;0,00;EUR
2025-04-11;02:00:00;Executed;"8MSQ8JGL3BACB1WVEGVAEV";"Scalable Capital Broker savings plan";Cash;Deposit;;;;100,00;0,00;;EUR
2025-04-10;17:13:21;Executed;"SCALPgthh4WbpnM";"Xtrackers Artificial Intelligence & Big Data (Acc)";Security;Savings plan;IE00BGV5VN51;0,888;112,50;-99,90;0,00;0,00;EUR
2025-04-10;17:09:04;Executed;"SCALWZDzkiDDUZv";"Advanced Micro Devices";Security;Savings plan;US0079031078;1,862;80,54;-149,96548;0,00;0,00;EUR
2025-04-10;17:04:42;Executed;"SCALyiY3oUX2tdh";"iShares MSCI Global Semiconductors (Acc)";Security;Savings plan;IE000I8KRLL9;18,793;5,321;-99,997553;0,00;0,00;EUR
